Timestamp,Station,District,Route,Direction of travel,Lane type,Station length,Samples,% Observed,total_flow,Delay(V_t=35),Delay(V_t=40),Delay(V_t=45),Delay(V_t=50),Delay(V-t=55),Delay(V_t=60)
5/5/2023 0:00,317903,3,99,S,ML,0.465,7581,66,77202,0,0.7,2.3,4.6,10.1,25.7
5/5/2023 0:00,317909,3,99,N,HV,0.523,2874,100,23183,1,2.1,3,4,5.7,8
5/5/2023 0:00,317910,3,99,N,ML,0.321,8625,100,77407,6,9.2,12.5,16.3,21.6,32
5/5/2023 0:00,317916,3,70,E,ML,4.46,5746,100,10726,0,0.2,0.5,0.8,1.2,2.1
5/5/2023 0:00,317917,3,70,E,OR,,2875,100,2803,,,,,,
5/5/2023 0:00,317918,3,70,E,FR,,2875,100,2818,,,,,,
5/5/2023 0:00,317924,3,70,W,ML,4.505,5742,100,10248,0,0,0,0,0,0
5/5/2023 0:00,317925,3,70,W,OR,,2874,100,3296,,,,,,
5/5/2023 0:00,317926,3,70,W,FR,,2874,0,,,,,,,
5/5/2023 0:00,317933,3,99,S,HV,0.372,2872,100,17128,0,0,0,0.1,0.2,1.2
5/5/2023 0:00,317934,3,99,S,ML,0.379,8579,100,63146,0.1,0.1,0.1,0.9,3.8,12.3
5/5/2023 0:00,317947,3,99,N,HV,0.374,2871,100,18476,0,0,0,0.1,0.2,0.9
5/5/2023 0:00,317948,3,99,N,ML,0.683,8622,100,62183,0,0,0,0.1,2.4,12.3
5/5/2023 0:00,317949,3,99,N,OR,,8622,100,6029,,,,,,
5/5/2023 0:00,317956,3,99,N,HV,0.293,2873,100,18093,0,0,0,0,0,0.3
5/5/2023 0:00,317959,3,99,N,OR,,5752,100,6443,,,,,,
5/5/2023 0:00,317960,3,99,N,ML,0.283,5750,100,53383,0,0,0,0.5,4.2,9.8
5/5/2023 0:00,317961,3,99,N,FR,,8628,100,6463,,,,,,
5/5/2023 0:00,317974,3,99,S,ML,0.495,8622,100,78675,1.3,2.9,4.7,7.9,18.4,40.3
5/5/2023 0:00,317998,3,99,S,HV,0.495,2872,100,19724,0,0,0.2,0.7,1.8,6.2
5/5/2023 0:00,318017,3,80,E,ML,0.677,4752,0,44312,120.9,146.9,170,193.8,220.9,251.7
5/5/2023 0:00,318022,3,80,W,ML,1.095,4752,0,64355,0,0,0,0,0,10.8
5/5/2023 0:00,318028,3,99,S,HV,0.553,8133,100,6039,0,0,0,0,0.1,0.2
5/5/2023 0:00,318029,3,99,S,ML,0.553,8637,100,34691,0,0,0.4,3,11.5,26
5/5/2023 0:00,318035,3,99,S,ML,0.14,2747,96,20694,0,0,0,0.2,0.5,1.5
5/5/2023 0:00,318036,3,99,S,ML,0.288,8238,96,86843,0.1,0.5,1.5,4,12.5,26.2
5/5/2023 0:00,318055,3,80,E,OR,,2874,100,5012,,,,,,
5/5/2023 0:00,318067,3,80,E,ML,0.238,0,0,60736,0,0.4,2.8,7.4,13.9,22.3
5/5/2023 0:00,318068,3,80,W,ML,0.241,0,0,60520,0,0,0,0,0,3.1
5/5/2023 0:00,318076,3,80,E,ML,0.779,8617,100,75433,62.6,91.4,125,161.9,200.1,237.4
5/5/2023 0:00,318077,3,80,W,ML,0.888,7784,99,75221,0,0.3,6.3,18.9,31.3,49
5/5/2023 0:00,318102,3,80,W,ML,0.771,0,0,64355,0,0,0,0,0,7.7
5/5/2023 0:00,318103,3,80,W,OR,,0,0,,,,,,,
5/5/2023 0:00,318104,3,80,W,OR,,0,0,,,,,,,
5/5/2023 0:00,318105,3,80,W,FR,,0,0,,,,,,,
5/5/2023 0:00,318106,3,80,W,FR,,0,0,,,,,,,
5/5/2023 0:00,318113,3,80,E,ML,0.771,0,0,54221,12.9,33,56.1,77.1,95.9,117.1
5/5/2023 0:00,318114,3,80,E,FR,,0,0,,,,,,,
5/5/2023 0:00,318115,3,80,E,OR,,0,0,,,,,,,
5/5/2023 0:00,318126,3,80,W,ML,1.286,8624,100,75228,233.5,298.7,366.7,432.6,492.1,561
5/5/2023 0:00,318127,3,80,W,OR,,2876,100,2408,,,,,,
5/5/2023 0:00,318135,3,80,E,ML,0.569,11512,100,38268,0,0,0,0,0.1,1.1
5/5/2023 0:00,318142,3,80,W,ML,0.572,11509,100,34887,33.5,41.4,50,58.5,66,72.9
5/5/2023 0:00,318152,3,50,W,ML,0.943,11168,0,78920,0,0,0,0,3.7,25.1
5/5/2023 0:00,318153,3,50,W,FR,,8376,33,21296,,,,,,
5/5/2023 0:00,318218,3,50,W,ML,0.338,0,0,98626,0,0.2,2.8,9.9,18.1,29.6
5/5/2023 0:00,318224,3,99,S,OR,,0,0,,,,,,,
5/5/2023 0:00,318225,3,99,S,FR,,0,0,,,,,,,
5/5/2023 0:00,318226,3,99,S,FR,,0,0,,,,,,,
5/5/2023 0:00,318249,3,5,S,ML,0.224,11499,100,63779,0,0,0,1,5.2,12
5/5/2023 0:00,318258,3,5,S,FF,,2673,100,12183,,,,,,
5/5/2023 0:00,318259,3,5,S,ML,0.516,7841,99,65408,0,0,0.2,1.9,6,14.8
5/5/2023 0:00,318266,3,5,S,FF,,2685,100,11623,,,,,,
5/5/2023 0:00,318276,3,50,W,FF,,2,0,,,,,,,
5/5/2023 0:00,318282,3,50,E,ML,0.387,4,0,63620,0,0,0,0,0,0.4
5/5/2023 0:00,318354,3,50,W,ML,1.204,14268,100,59029,0.1,0.4,0.7,2.6,5.9,9.6
5/5/2023 0:00,318355,3,50,W,OR,,5718,100,4002,,,,,,
5/5/2023 0:00,318356,3,50,E,FR,,5718,100,11393,,,,,,
5/5/2023 0:00,318366,3,50,W,ML,0.351,11419,100,54969,0,0,0.2,1.3,2.8,4.8
5/5/2023 0:00,318367,3,50,W,OR,,5716,100,8129,,,,,,
5/5/2023 0:00,318373,3,50,W,FR,,11432,100,14441,,,,,,
5/5/2023 0:00,318383,3,50,E,ML,0.617,11369,100,51094,0,0.1,0.4,3.3,8.9,17.6
5/5/2023 0:00,318384,3,50,E,OR,,8538,100,18735,,,,,,
5/5/2023 0:00,318401,3,65,N,ML,0.619,5745,100,38860,0,0,0,0.1,0.8,5.3
5/5/2023 0:00,318402,3,65,N,OR,,5752,100,1311,,,,,,
5/5/2023 0:00,318403,3,65,N,FR,,5752,100,11815,,,,,,
5/5/2023 0:00,318412,3,65,S,ML,0.573,5747,100,40422,5.1,8.4,12.7,17.2,23.1,35.1
5/5/2023 0:00,318413,3,65,S,OR,,8628,100,8473,,,,,,
5/5/2023 0:00,318421,3,65,N,ML,0.488,5748,100,40007,0,0,0,0.1,0.9,4.5
5/5/2023 0:00,318422,3,65,N,OR,,5752,100,4893,,,,,,
5/5/2023 0:00,318432,3,65,S,ML,0.498,5749,100,38136,0,0.2,1.1,2.2,4.2,11.2
5/5/2023 0:00,318433,3,65,S,OR,,5752,100,3204,,,,,,
5/5/2023 0:00,318434,3,65,S,FR,,5752,100,6568,,,,,,
5/5/2023 0:00,318437,3,80,W,HV,0.517,2873,100,17331,0,0,0,0,0,0
5/5/2023 0:00,318451,3,50,E,ML,0.548,14394,100,45470,0.1,0.5,2.7,7.7,13.7,20.3
5/5/2023 0:00,318458,3,50,W,ML,1.383,5748,100,23989,0,0,0.1,0.2,0.5,1.8
5/5/2023 0:00,318459,3,50,W,FR,,2876,0,,,,,,,
5/5/2023 0:00,318460,3,50,W,OR,,2876,100,3323,,,,,,
5/5/2023 0:00,318467,3,50,E,ML,0.678,5752,100,30242,0,0,0,0,0,0.1
5/5/2023 0:00,318469,3,50,E,FR,,2876,0,,,,,,,
5/5/2023 0:00,318470,3,50,E,OR,,2876,100,1354,,,,,,
5/5/2023 0:00,318484,3,5,S,ML,0.458,8535,0,98605,0,0.4,4.6,14.6,26.2,44.1
5/5/2023 0:00,318485,3,5,S,OR,,5690,100,8746,,,,,,
5/5/2023 0:00,318486,3,5,S,FF,,5690,0,,,,,,,
5/5/2023 0:00,318509,3,99,N,ML,0.452,5741,100,21227,0,0,0,0,0.5,2.6
5/5/2023 0:00,318510,3,99,S,ML,0.104,5756,100,18030,0,0,0,0,0,0
5/5/2023 0:00,318511,3,99,N,OR,,5756,100,9500,,,,,,
5/5/2023 0:00,318512,3,99,S,FR,,2878,100,12615,,,,,,
5/5/2023 0:00,318521,3,51,N,ML,0.173,5747,100,16261,0,0,0,0,0,0
5/5/2023 0:00,318528,3,50,W,ML,0.179,7280,73,68829,0,0,0,0,0,0
5/5/2023 0:00,318533,3,50,E,FF,,5514,98,33569,,,,,,
5/5/2023 0:00,318534,3,160,S,OR,,2860,100,4183,,,,,,
5/5/2023 0:00,318540,3,51,S,ML,0.416,11421,100,82432,199.1,235.6,267.7,296.9,323.3,348.8
5/5/2023 0:00,318542,3,50,W,FR,,0,0,,,,,,,
5/5/2023 0:00,318550,3,50,E,HV,0.452,0,0,10394,0,0,0,0,0,0
5/5/2023 0:00,318551,3,50,E,ML,0.462,0,0,40513,0,0,0,0.9,4.4,9.7
5/5/2023 0:00,318565,3,99,N,HV,0.409,5721,100,8824,0,0,0,0,0,0.6
5/5/2023 0:00,318566,3,99,N,ML,0.471,11501,100,73637,20.2,32.8,47.7,68.7,94.6,121.9
5/5/2023 0:00,318586,3,51,N,ML,0.622,5754,100,39415,0.2,0.8,1.7,2.9,7.1,18.6
5/5/2023 0:00,318587,3,51,N,FF,,2877,0,,,,,,,
5/5/2023 0:00,318588,3,51,S,FF,,2877,0,,,,,,,
5/5/2023 0:00,318593,3,51,S,ML,0.778,8631,100,67566,25.9,33.9,40.9,47.1,55,70.3
5/5/2023 0:00,318599,3,5,S,ML,1.092,0,0,55960,0,0,0,0,0,9.6
5/5/2023 0:00,318603,3,28,W,ML,3.55,2874,100,3695,0,0,1.3,19.8,43.4,63.4
5/5/2023 0:00,318604,3,28,E,ML,3.549,6786,100,1618,0,0,1.1,9.5,20,28.8
5/5/2023 0:00,318611,3,80,W,HV,0.453,2859,100,20164,0,0,0,0.2,1.3,5
5/5/2023 0:00,318612,3,80,W,ML,0.453,8579,100,85118,0,0,0,0.6,7.4,25.5
5/5/2023 0:00,318619,3,80,E,HV,0.477,2756,100,16804,0,0,0.1,0.1,0.2,1.7
5/5/2023 0:00,318620,3,80,E,ML,0.477,10338,74,94350,0,0.1,0.5,1.7,6.1,21.9
5/5/2023 0:00,318626,3,5,S,ML,0.84,11356,0,60485,0,0,0,0,0,0
5/5/2023 0:00,318636,3,80,W,HV,0.329,2872,100,14856,2.8,5.9,9.2,12,14.4,16.8
5/5/2023 0:00,318649,3,80,E,ML,0.433,2872,100,13997,0,0,0,0,0.1,1.8
5/5/2023 0:00,318650,3,80,E,ML,0.43,11481,100,82086,0.1,0.2,0.3,0.6,2.3,10.9
5/5/2023 0:00,318651,3,80,E,OR,,2872,100,10848,,,,,,
5/5/2023 0:00,318652,3,80,E,OR,,2872,100,6489,,,,,,
5/5/2023 0:00,318653,3,80,E,FR,,2872,0,,,,,,,
5/5/2023 0:00,318656,3,80,W,HV,0.362,2875,100,15502,0.4,3.4,7,10.3,13,15.7
5/5/2023 0:00,318658,3,80,E,FR,,5750,100,21075,,,,,,
5/5/2023 0:00,318665,3,80,E,ML,0.1,0,0,22012,0,0,0,0,0,0
5/5/2023 0:00,318666,3,80,E,ML,0.224,0,0,68474,0,0,0,0,0,1.9
5/5/2023 0:00,318674,3,5,S,ML,0.539,0,0,98986,1.9,4.8,10.4,23.4,57.2,112.4
5/5/2023 0:00,318688,3,80,W,ML,3.862,0,0,22430,0,0,0,0,0,9.8
5/5/2023 0:00,318689,3,80,W,OR,,0,0,,,,,,,
5/5/2023 0:00,318690,3,80,W,FR,,0,0,,,,,,,
5/5/2023 0:00,318698,3,5,S,ML,2.925,5741,100,26403,348.8,369.1,385.9,406.5,436.9,479.1
5/5/2023 0:00,318699,3,5,S,OR,,5750,100,8000,,,,,,
5/5/2023 0:00,318711,3,5,S,ML,0.375,8628,100,69234,51.1,63.2,74,86.5,104,124
5/5/2023 0:00,318712,3,5,S,OR,,5752,100,10015,,,,,,
5/5/2023 0:00,318713,3,5,S,FR,,2876,100,6043,,,,,,
5/5/2023 0:00,318721,3,5,S,ML,0.099,6677,25,70478,15,19,22.4,27.5,33.6,40
5/5/2023 0:00,318722,3,5,S,OR,,2876,100,4658,,,,,,
5/5/2023 0:00,318726,3,50,E,HV,0.475,2860,100,7265,0,0,0,0,0,0
5/5/2023 0:00,318728,3,50,W,HV,0.419,2860,100,6118,0,0,0,0,0,0
5/5/2023 0:00,318730,3,50,E,HV,0.812,2874,100,6552,0,0,0,0,0,0
5/5/2023 0:00,318732,3,50,W,HV,0.751,2874,100,6288,0,0,0,0,0,0
5/5/2023 0:00,318736,3,80,E,FF,,11416,100,9178,,,,,,
5/5/2023 0:00,318742,3,50,W,HV,0.265,0,0,22434,0,0,0,0,0,0
5/5/2023 0:00,318744,3,50,W,HV,0.385,0,0,22434,0,0,0,0,0,0
5/5/2023 0:00,318753,3,65,S,FF,,5754,100,46552,,,,,,
5/5/2023 0:00,318754,3,65,S,FF,,2877,100,21441,,,,,,
5/5/2023 0:00,318755,3,80,E,FF,,5754,100,53090,,,,,,
5/5/2023 0:00,318756,3,80,W,FF,,2876,100,20199,,,,,,
5/5/2023 0:00,318764,3,80,E,ML,1.192,14380,60,86839,3.2,10.3,23.3,41.5,64.5,118.7
5/5/2023 0:00,318772,3,80,W,HV,0.359,2773,100,8499,0,0,0,0,0,0
5/5/2023 0:00,318773,3,80,W,ML,0.359,12667,99,94434,0,0,0,0,0.3,4.4
5/5/2023 0:00,318775,3,80,E,HV,2.576,2876,100,12237,0,0,0,0,4.5,16
5/5/2023 0:00,318787,3,80,W,HV,2.631,2871,100,6272,0,0,0,0,0,0.3
5/5/2023 0:00,318788,3,80,W,ML,1.098,11487,100,82928,0,0.1,0.4,0.9,7.6,42.5
5/5/2023 0:00,318789,3,80,W,OR,,2873,100,8003,,,,,,
5/5/2023 0:00,318790,3,80,E,FR,,2873,100,5800,,,,,,
5/5/2023 0:00,318800,3,80,E,HV,0.333,0,0,22434,0,0,0,0,0,0
5/5/2023 0:00,318801,3,80,E,ML,0.533,0,0,77237,0,1.5,5.1,10.3,17.8,38
5/5/2023 0:00,318802,3,80,E,OR,,0,0,,,,,,,
5/5/2023 0:00,318803,3,80,E,FR,,0,0,,,,,,,
5/5/2023 0:00,318815,3,80,W,HV,0.42,2872,100,10102,0,0.1,0.4,0.6,1,1.4
5/5/2023 0:00,318816,3,80,W,ML,0.428,11498,100,74892,1.8,3.3,5.2,7.4,12,23.3
5/5/2023 0:00,318817,3,80,W,OR,,8628,100,14833,,,,,,
5/5/2023 0:00,318818,3,80,W,FR,,5752,100,16833,,,,,,
5/5/2023 0:00,318832,3,80,E,HV,0.175,2871,100,12257,0,0,0,0,0.3,0.9
5/5/2023 0:00,318844,3,80,E,ML,0.192,11493,100,81744,6.4,8.7,11.2,14.1,18,26.1
5/5/2023 0:00,318845,3,80,E,OR,,8625,100,16306,,,,,,
5/5/2023 0:00,318851,3,99,S,FR,,2498,0,,,,,,,
5/5/2023 0:00,318861,3,50,E,HV,0.432,0,0,22434,0,0,0,0,0,0
5/5/2023 0:00,318863,3,50,W,HV,0.437,0,0,22434,0,0,0,0,0,0
5/5/2023 0:00,318869,3,50,W,HV,0.612,0,0,11352,0,0,0,0,0,0
5/5/2023 0:00,318872,3,50,E,HV,0.624,0,0,7933,0,0,0,0,0,0
5/5/2023 0:00,318876,3,50,W,HV,0.425,0,0,11836,0,0,0,0,0,0
5/5/2023 0:00,318879,3,50,E,HV,0.443,0,0,7581,0,0,0,0,0,0
5/5/2023 0:00,318882,3,50,E,HV,0.75,0,0,6566,0,0,0,0,0,0
5/5/2023 0:00,318884,3,50,W,HV,2.064,0,0,12105,0,0,0,0,0,0
5/5/2023 0:00,318888,3,50,E,HV,0.662,2362,0,22434,0,0,0,0,0,0
5/5/2023 0:00,318890,3,50,E,HV,0.436,0,0,2196,0,0,0,0,0,0
5/5/2023 0:00,318894,3,50,W,HV,0.575,0,0,11435,0,0,0,0,0,0
5/5/2023 0:00,318896,3,50,E,HV,0.597,0,0,8431,0,0,0,0,0,0.6
5/5/2023 0:00,318900,3,50,E,HV,0.608,0,0,22434,0,0,0,0,0,0
5/5/2023 0:00,318907,3,50,E,HV,0.448,0,0,22434,0,0,0,0,0,0
5/5/2023 0:00,318908,3,50,E,OR,,0,0,,,,,,,
5/5/2023 0:00,318909,3,50,E,FR,,0,0,,,,,,,
5/5/2023 0:00,318926,3,80,E,HV,0.931,2606,91,13818,0,0,0,0,0,3.2
5/5/2023 0:00,318927,3,80,E,ML,0.731,10392,91,85750,0.3,1.3,2.6,4.6,8.8,21.5
5/5/2023 0:00,318933,3,80,W,HV,0.599,0,0,22434,0,0,0,0,0,0
5/5/2023 0:00,318934,3,80,W,ML,0.599,0,0,53793,0,0,0.9,9.1,18.1,34.2
5/5/2023 0:00,318941,3,80,E,HV,0.864,2868,100,24609,0,0,1,2.6,5.2,14.8
5/5/2023 0:00,318942,3,80,E,ML,0.578,11463,100,59880,0,0,0,0,0.1,1.7
5/5/2023 0:00,318949,3,80,W,HV,0.456,2812,100,4272,0,0.3,0.9,1.7,2.6,3.5
5/5/2023 0:00,318950,3,80,W,ML,0.456,11432,100,57350,5.1,10.2,15.8,21.2,27,35.4
5/5/2023 0:00,318960,3,50,W,HV,0.457,0,0,22434,0,0,0,0,0,0
5/5/2023 0:00,318961,3,50,W,ML,0.442,0,0,87951,0,0,0,0,0,3.5
5/5/2023 0:00,318962,3,50,W,OR,,0,0,,,,,,,
5/5/2023 0:00,318972,3,50,E,HV,0.314,0,0,8056,0,0,0,0,0,0
5/5/2023 0:00,318973,3,50,E,ML,0.314,0,0,83921,0,0,0,0,0.5,7.8
5/5/2023 0:00,318974,3,50,E,OR,,0,0,,,,,,,
5/5/2023 0:00,318985,3,50,E,HV,0.469,0,0,22434,0,0,0,0,0,0
5/5/2023 0:00,318987,3,50,E,OR,,0,0,,,,,,,
5/5/2023 0:00,318993,3,50,E,FR,,0,0,,,,,,,
5/5/2023 0:00,319004,3,50,W,HV,0.336,0,0,11210,0,0,0,0,0,0.1
5/5/2023 0:00,319015,3,50,E,HV,0.773,0,0,22434,0,0,0,0,0,0
5/5/2023 0:00,319016,3,50,E,ML,0.803,0,0,64361,0,0,0,0,0,7.3
5/5/2023 0:00,319017,3,50,E,OR,,0,0,,,,,,,
5/5/2023 0:00,319019,3,50,W,HV,0.723,2865,100,8948,0,0,0,0,0,0
5/5/2023 0:00,319028,3,51,N,FR,,5702,100,4701,,,,,,
5/5/2023 0:00,319032,3,65,N,ML,3.487,3168,56,17100,0,0,0,0,0,0
5/5/2023 0:00,319036,3,65,S,ML,3.507,3168,56,18034,0,0,0,0,0,0
5/5/2023 0:00,319043,3,50,E,ML,0,0,0,101201,0,0,0,0,0,0
5/5/2023 0:00,319046,3,50,E,ML,0,0,0,54746,0,0,0,0,0,0
5/5/2023 0:00,319068,3,99,S,OR,,0,0,,,,,,,
5/5/2023 0:00,319074,3,99,S,HV,0.295,0,0,17593,4,7.4,10.3,12.6,14.8,16.8
5/5/2023 0:00,319075,3,99,S,ML,0.295,0,0,52634,0,0,0.5,2.4,5.9,13.4
5/5/2023 0:00,319076,3,99,S,FR,,0,0,,,,,,,
5/5/2023 0:00,319081,3,50,W,HV,0.468,0,0,22434,0,0,0,0,0,0
5/5/2023 0:00,319091,3,99,N,ML,1.792,5733,100,42890,0,0,0.4,12.8,35.3,60.8
5/5/2023 0:00,319092,3,99,N,OR,,8610,100,7169,,,,,,
5/5/2023 0:00,319093,3,99,S,FR,,2870,100,3810,,,,,,
5/5/2023 0:00,319100,3,99,S,ML,1.788,5733,100,42013,0.4,2.8,17.3,40.4,69.1,100.4
5/5/2023 0:00,319101,3,99,S,OR,,2868,100,4140,,,,,,
5/5/2023 0:00,319102,3,99,N,FR,,2868,100,4062,,,,,,
5/5/2023 0:00,319110,3,65,N,ML,0.454,5524,98,41646,0,0,0.1,0.4,2.7,7.9
5/5/2023 0:00,319111,3,65,N,OR,,2764,98,8693,,,,,,
5/5/2023 0:00,319112,3,65,N,FR,,2764,98,6215,,,,,,
5/5/2023 0:00,319119,3,65,S,ML,0.291,5708,100,37877,75.5,84.2,91.6,99,106.5,114.5
5/5/2023 0:00,319120,3,65,S,OR,,2855,100,3641,,,,,,
5/5/2023 0:00,319129,3,65,S,ML,0.308,5750,100,41641,103.6,119.1,132,142.5,152.9,163.4
5/5/2023 0:00,319130,3,65,S,OR,,5754,100,12820,,,,,,
5/5/2023 0:00,319132,3,65,S,FR,,2855,100,11497,,,,,,
5/5/2023 0:00,319142,3,80,W,ML,0.687,8621,100,60035,0,0,0.6,7.5,20,38.1
5/5/2023 0:00,319161,3,50,E,HV,3.495,2874,100,10769,0,0,0,0,0,0.6
5/5/2023 0:00,319163,3,50,W,HV,5,2874,100,3695,0,0,0,0,0,0
5/5/2023 0:00,319165,3,50,E,HV,1.299,2874,0,22434,0,0,0,0,0,0
5/5/2023 0:00,319167,3,50,W,HV,2.925,2874,0,22434,0,0,0,0,0,0
5/5/2023 0:00,319193,3,50,W,HV,0.822,0,0,22434,0,0,0,0,0,0
5/5/2023 0:00,319201,3,50,E,OR,,0,0,,,,,,,
5/5/2023 0:00,319202,3,50,E,FR,,0,0,,,,,,,
5/5/2023 0:00,319212,3,50,E,ML,0.402,8,0,98604,0,0.4,4.4,13.1,23.1,38.9
5/5/2023 0:00,319213,3,50,E,OR,,5610,99,4,,,,,,
5/5/2023 0:00,319218,3,50,E,OR,,0,0,,,,,,,
5/5/2023 0:00,319239,3,65,S,ML,1.394,2875,0,18155,0,0,0,0,0,0
5/5/2023 0:00,319240,3,65,S,OR,,2878,0,,,,,,,
5/5/2023 0:00,319241,3,65,S,FR,,1439,0,,,,,,,
5/5/2023 0:00,319250,3,65,N,FR,,2880,0,,,,,,,
5/5/2023 0:00,319251,3,65,N,OR,,2880,0,,,,,,,
5/5/2023 0:00,319252,3,65,N,ML,1.4,2871,0,16205,0,0,0,0,0,0
5/5/2023 0:00,319256,3,5,N,FR,,2869,100,2052,,,,,,
5/5/2023 0:00,319268,3,51,S,ML,0.42,8605,100,76781,9.6,17.1,30.6,47.4,64.1,81.9
5/5/2023 0:00,319270,3,50,W,FR,,0,0,,,,,,,
5/5/2023 0:00,319278,3,89,S,ML,4.162,2813,98,6020,0,0,0,0,0.2,2.9
5/5/2023 0:00,319279,3,89,N,ML,4.162,2811,98,5049,0,0,0,0,0,0.2
5/5/2023 0:00,319283,3,267,E,ML,2.891,2760,0,33743,0,0,6.9,26.4,47.5,71.5
5/5/2023 0:00,319284,3,267,W,ML,2.891,2760,0,33743,0,0,6.9,26.4,47.5,71.5
5/5/2023 0:00,319288,3,89,N,ML,4.161,0,0,6263,0,0,0,0,0.1,3
5/5/2023 0:00,319289,3,89,S,ML,4.161,2847,0,3985,0,0,0,0,0,0.1
5/5/2023 0:00,319306,3,5,N,ML,0.624,11406,100,105726,2.6,8.1,18.9,37.9,63.5,102.7
5/5/2023 0:00,319307,3,5,N,OR,,5704,100,11350,,,,,,
5/5/2023 0:00,319308,3,5,S,FR,,2852,0,,,,,,,
5/5/2023 0:00,319314,3,5,S,ML,0.413,11408,0,103985,4,11.4,21.1,39.2,72.1,112
5/5/2023 0:00,319334,3,50,E,ML,0.085,0,0,134948,0,0.1,1.1,3.3,5.9,10.2
5/5/2023 0:00,319339,3,80,W,HV,0.213,2877,100,19563,0,0,0,0,0,1.1
5/5/2023 0:00,319344,3,80,E,FR,,2877,100,5213,,,,,,
5/5/2023 0:00,319350,3,80,E,HV,0.186,2878,0,22434,0,0,0,0,0,0
5/5/2023 0:00,319351,3,80,E,ML,0.186,11512,0,88389,0,0,0,0,0,5.4
5/5/2023 0:00,319355,3,80,E,HV,0.214,2445,97,17849,0,0,0,0,0,1.8
5/5/2023 0:00,319365,3,80,W,HV,0.214,2872,100,16155,10.6,21.2,30.7,37.9,44.1,49.4
5/5/2023 0:00,319386,3,80,E,ML,0.764,2868,100,21170,0,0,0,0,0,0.5
5/5/2023 0:00,319388,3,80,W,ML,0.18,2868,100,18970,0,0,0,0,0.1,0.4
5/5/2023 0:00,319390,3,99,N,ML,0.835,1,0,21049,0,0,0,0,0.2,7
5/5/2023 0:00,319414,3,80,E,OR,,2874,100,237,,,,,,
5/5/2023 0:00,319415,3,80,E,ML,3.853,5744,100,16931,0,0.6,4.9,21.3,50.2,83.2
5/5/2023 0:00,319416,3,80,E,FR,,2874,100,238,,,,,,
5/5/2023 0:00,319447,3,80,E,FR,,2878,0,,,,,,,
5/5/2023 0:00,319457,3,50,W,ML,0.152,5392,97,28256,0,0,0,0,0,0
5/5/2023 0:00,319458,3,50,W,OR,,8091,97,15890,,,,,,
5/5/2023 0:00,319459,3,50,E,FR,,2697,0,,,,,,,
5/5/2023 0:00,319466,3,50,E,HV,0.34,2418,97,7183,0,0,0,0,0,0
5/5/2023 0:00,319467,3,50,E,ML,0.145,6809,96,26963,0,0,0,0,0,0.1
5/5/2023 0:00,319470,3,50,W,HV,0.339,2694,97,6623,0,0,0,0,0,0
5/5/2023 0:00,319480,3,99,N,ML,0.299,2875,100,8927,0,0,0,0,0,0
5/5/2023 0:00,319481,3,99,N,ML,0.1,5748,100,34982,0,0,0,0.9,1.9,2.9
5/5/2023 0:00,319482,3,99,N,OR,,5752,100,15276,,,,,,
5/5/2023 0:00,319483,3,99,N,FR,,2876,0,,,,,,,
5/5/2023 0:00,319620,3,50,E,OR,,5528,98,6259,,,,,,
5/5/2023 0:00,319630,3,50,E,HV,0.22,2,0,22434,0,0,0,0,0,0
5/5/2023 0:00,319631,3,50,E,ML,0.22,8294,73,97136,0,0,0,0.9,4.5,10.7
5/5/2023 0:00,319644,3,50,E,ML,0.446,2806,0,90266,0,0,0,0,0.4,13.1
5/5/2023 0:00,319645,3,50,E,OR,,5600,98,15261,,,,,,
5/5/2023 0:00,319646,3,50,E,FR,,5600,98,10211,,,,,,
5/5/2023 0:00,319673,3,80,E,ML,2.17,5756,0,20868,0,0,0,2.5,19.4,57.1
5/5/2023 0:00,319674,3,80,W,ML,2.143,5756,0,22434,0,0,0,0,0,0.9
5/5/2023 0:00,319675,3,80,E,OR,,2878,0,,,,,,,
5/5/2023 0:00,319676,3,80,W,OR,,2878,0,,,,,,,
5/5/2023 0:00,319677,3,80,W,FR,,2878,0,,,,,,,
5/5/2023 0:00,319680,3,80,E,FR,,2878,0,,,,,,,
5/5/2023 0:00,319767,3,5,N,ML,0.844,0,0,64355,0,0,0,0,0,8.5
5/5/2023 0:00,319768,3,5,N,OR,,0,0,,,,,,,
5/5/2023 0:00,319769,3,5,N,FR,,0,0,,,,,,,
5/5/2023 0:00,319780,3,5,N,ML,0.29,0,0,87965,0,0,0,0,0,3.4
5/5/2023 0:00,319781,3,5,N,OR,,0,0,,,,,,,
5/5/2023 0:00,319793,3,5,S,ML,0.282,0,0,64355,0,0,0,0,0,3
5/5/2023 0:00,319794,3,5,S,OR,,0,0,,,,,,,
5/5/2023 0:00,319795,3,5,S,FR,,0,0,,,,,,,
5/5/2023 0:00,319805,3,5,S,ML,0.764,0,0,64361,0,0,0,0,0,7.1
5/5/2023 0:00,319806,3,5,S,OR,,0,0,,,,,,,
5/5/2023 0:00,319812,3,80,W,FR,,2877,0,,,,,,,
5/5/2023 0:00,320002,3,50,W,ML,0.367,5576,99,29767,0,0,0,0,0,0.7
5/5/2023 0:00,320003,3,50,W,OR,,5584,99,4261,,,,,,
5/5/2023 0:00,320015,3,50,E,ML,0.366,8261,98,32715,0,0,0,0,0,0.3
5/5/2023 0:00,320016,3,50,E,OR,,5512,98,4684,,,,,,
5/5/2023 0:00,320017,3,50,E,FR,,5512,98,4123,,,,,,
